tag,assignment_count,artist_count,sample_artists
2010s,21,20,Lady Gaga; Britney Spears; Rihanna; Katy Perry; Miley Cyrus; Eminem; Selena Gomez & the Scene; Maroon 5
90s dance,21,20,Kylie Minogue; Alphabeat; Ace of Base; Zoé; Snap!; Mr. President; Corona; Culture Beat
approved by goku,21,21,The Beatles; Elvis Presley; ABBA; The Beach Boys; Kraftwerk; Simon & Garfunkel; Brian Eno; Paul McCartney & Wings
approved by prince vegeta,21,21,"Elvis Presley; ABBA; The Beach Boys; Kraftwerk; Simon & Garfunkel; Brian Eno; Paul McCartney & Wings; ""Weird Al"" Yankovic"
boybands,21,12,Backstreet Boys; *NSYNC; Westlife; Take That; New Kids on the Block; Blue; JLS; Mark Owen
cocksucker,21,21,RBD; Anahí; Reik; Ricardo Arjona; Calle 13; Luis Fonsi; Motel; Lu
dance 90s,21,21,Ace of Base; Skunk Anansie; DJ BoBo; Haddaway; Mr. President; Alexia; Corona; Culture Beat
female vocal,21,18,Avril Lavigne; Evanescence; Ashlee Simpson; Lindsay Lohan; The Pretty Reckless; t.A.T.u.; Pitty; Garbage
groove,21,20,"The Smiths; Dire Straits; Little Walter; Earth, Wind & Fire; Ted Leo and The Pharmacists; Herbie Hancock; Curtis Mayfield; Chic"
just makes you feel good,21,21,The Beatles; Katy Perry; Miley Cyrus; Kelly Clarkson; Mariah Carey; Red Hot Chili Peppers; The Smashing Pumpkins; Enrique Iglesias
life on mars,21,21,Pink Floyd; David Bowie; Duran Duran; The Human League; Genesis; Bryan Adams; Sarah McLachlan; Japan
math metal,21,14,Tool; The Dillinger Escape Plan; Mudvayne; Meshuggah; Animals as Leaders; Textures; Mnemic; Periphery
nasheed,21,20,Ahmed Bukhatir; Mahmut Durgun; Sami Yusuf; Firqat al-Isra; DEBU; Majid Bekkas; محمد منير; Hasan Dursun
norwegian black metal,21,14,Dimmu Borgir; Burzum; Immortal; Mayhem; Satyricon; Emperor; Gorgoroth; Darkthrone
rihanna,21,8,"Rihanna; Beyoncé; Anahí; Dulce María; Jay-Z, Bono, The Edge & Rihanna; Kazaky; Stand Up to Cancer; Wilmie"
rockville ca,21,21,The Kooks; Kaiser Chiefs; Travis; Little Boots; White Lies; Lykke Li; Passion Pit; Lights
shoegazer,21,21,Sigur Rós; The Jesus and Mary Chain; Godspeed You! Black Emperor; Architecture in Helsinki; Ride; MUM; Adorable; Amusement Parks on Fire
top 20,21,21,Linkin Park; Evanescence; Nightwish; Boards of Canada; M83; Telefon Tel Aviv; Delerium; Tycho
turkish rock,21,19,Teoman; Şebnem Ferah; Manga; Vega; Panik; Cem Karaca; Yaşar Kurt; Mor ve Ötesi
1980's,20,20,Kylie Minogue; Queen; David Bowie; Janet Jackson; ABBA; Paul McCartney; Kraftwerk; Europe
1986,20,20,Queen; Black Sabbath; Megadeth; Bon Jovi; ABBA; Van Halen; Alice Cooper; Europe
1988,20,20,Guns N' Roses; Bon Jovi; Van Halen; Poison; Ratt; Cinderella; Luis Miguel; New Kids on the Block
4ad,20,15,Pixies; Cocteau Twins; Deerhunter; Dead Can Dance; Lush; This Mortal Coil; Twin Shadow; His Name Is Alive
acid,20,18,The Doors; The Rolling Stones; Aphex Twin; Fatboy Slim; Luke Vibert; Lords of Acid; 808 State; Legowelt
arena rock,20,19,Metallica; Led Zeppelin; AC/DC; The Who; Aerosmith; Bon Jovi; KISS; Deep Purple
chill out,20,20,Incubus; Apparat; UNKLE; Matisyahu; Parov Stelar; Au Revoir Simone; Jamie T; Bent
christina aguilera,20,4,Madonna; Christina Aguilera; T.I.; Wilmie
fav female singers,20,20,Britney Spears; Rihanna; Madonna; Avril Lavigne; Christina Aguilera; Beyoncé; Shakira; Kelly Clarkson
free jazz,20,14,John Coltrane; Thelonious Monk; Herbie Hancock; John Zorn; Charles Mingus; Ornette Coleman; Sun Ra; Sun City Girls
german hiphop,20,18,Bushido; Xavier Naidoo; Die Fantastischen Vier; Kool Savas; Sonny Black & Frank White; Jan Delay; Fettes Brot; Azad
girls names,20,20,Beck; Robbie Williams; The Velvet Underground; Creedence Clearwater Revival; The Police; The Human League; Prince; Talk Talk
jazzy,20,20,Lily Allen; Maroon 5; Jay-Z; Bonobo; 2Pac; Sade; Corinne Bailey Rae; The Roots
latin rock,20,18,Santana; Gustavo Cerati; Andrés Calamaro; Maná; Café Tacuba; Jarabe de Palo; Los Fabulosos Cadillacs; Fobia
male and female,20,19,Ace of Base; Aqua; Alcazar; Rednex; DJ BoBo; Mr. President; Arash; Corona
mariah carey,20,12,Mariah Carey; Lady Antebellum; deadmau5; DJ Shadow; DMX; Jeremih; LeToya; Tyga
melodic black metal,20,14,Cradle of Filth; Dimmu Borgir; Immortal; Marduk; Satyricon; Emperor; Dark Funeral; ColdWorld
new discovery,20,20,Owl City; Vampire Weekend; Tegan and Sara; Whitney Houston; Roxette; Lenny Kravitz; Passion Pit; Peter Gabriel
pet shop boys,20,18,Madonna; The Killers; Kylie Minogue; David Bowie; Pet Shop Boys; Robbie Williams; Girls Aloud; Tina Turner
pretty little liars,20,20,3OH!3; OneRepublic; The Fray; Colbie Caillat; The Temper Trap; Ingrid Michaelson; The Pierces; Angus & Julia Stone
psicodelia,20,20,The Beatles; David Bowie; MGMT; The Brian Jonestown Massacre; Spiritualized; Super Furry Animals; The Zombies; The Coral
songs i sing with my mom,20,19,Backstreet Boys; Aerosmith; Bon Jovi; Céline Dion; Duffy; Shania Twain; Jamiroquai; Ricky Martin
the oc,20,18,Placebo; Oasis; Gwen Stefani; Interpol; Gorillaz; Beck; John Mayer; Imogen Heap
us,20,20,Nirvana; Metallica; System of a Down; Queens of the Stone Age; The White Stripes; KISS; Van Halen; Mötley Crüe
women,20,20,Lady Gaga; Britney Spears; Katy Perry; Christina Aguilera; Shakira; Taylor Swift; Amy Winehouse; Alicia Keys
1994,19,18,Björk; The Offspring; Bon Jovi; Tori Amos; Mötley Crüe; Suede; Cinderella; Luis Miguel
2003,19,18,Britney Spears; Beyoncé; Black Eyed Peas; Linkin Park; Evanescence; The Rasmus; 宇多田ヒカル; Сплин
80s i like,19,19,Cyndi Lauper; The Human League; ABC; Heart; Suzanne Vega; Nik Kershaw; Culture Club; Naked Eyes
80s metal,19,18,Metallica; Iron Maiden; Guns N' Roses; Megadeth; Judas Priest; Bon Jovi; Slayer; Scorpions
american artists,19,19,The Killers; Michael Jackson; Prince; LCD Soundsystem; Talking Heads; The B-52's; Devo; The Faint
aussie,19,19,Kylie Minogue; INXS; Icehouse; Gabriella Cilmi; Midnight Oil; Men at Work; Pseudo Echo; The Church
bazarov,19,19,Pink Floyd; Lacuna Coil; Anathema; Blind Guardian; Katatonia; Kreator; Amorphis; Therion
beautiful music,19,19,Muse; Radiohead; Coldplay; Depeche Mode; Nelly Furtado; Maroon 5; Keane; a-ha
big beat,19,11,The Prodigy; The Chemical Brothers; Fatboy Slim; The Crystal Method; Junkie XL; Fluke; Propellerheads; 盧巧音
boyband,19,14,Backstreet Boys; *NSYNC; Westlife; Take That; Blue; 2PM; MBLAQ; Il Divo
britrock,19,14,The Beatles; Muse; Radiohead; Coldplay; Arctic Monkeys; Placebo; Franz Ferdinand; The Kooks
broken-clash,19,19,Kylie Minogue; Joy Division; Crystal Castles; Cansei de Ser Sexy; Ladytron; Hot Chip; The Knife; Midnight Juggernauts
contemporary jazz,19,18,Herbie Hancock; Esbjörn Svensson Trio; Marcus Miller; Erik Truffaz; Keith Jarrett; Nils Petter Molvær; Jan Garbarek Group; Chick Corea
europop,19,18,Katy Perry; Kylie Minogue; t.A.T.u.; Robyn; ABBA; Girls Aloud; September; Alphabeat
finnish metal,19,14,Nightwish; Children of Bodom; Sonata Arctica; Tarja; Amorphis; Korpiklaani; Ensiferum; Lordi
fucking amazing,19,19,Lady Gaga; The Beatles; Christina Aguilera; Paramore; Depeche Mode; Michael Jackson; Green Day; Leona Lewis
girl groups,19,12,The Pussycat Dolls; Destiny's Child; Sugababes; Girls Aloud; Spice Girls; The Saturdays; Danity Kane; No Angels
guys i would fuck,19,18,Enrique Iglesias; John Mayer; Ricky Martin; Juanes; BIG BANG; Tarkan; Estopa; Joshua Radin
harmonica blues,19,13,Tom Waits; Joe Satriani; Little Walter; Sonny Boy Williamson; Junior Wells; Charlie Musselwhite; Dennis Gruenling; Blues Traveler
haunting,19,19,Muse; Michael Jackson; Pink Floyd; Evanescence; Rammstein; Nine Inch Nails; Portishead; Nightwish
hello project,19,12,モーニング娘。; ℃-ute; 後藤真希; Berryz工房; Buono!; 藤本美貴; 松浦亜弥; メロン記念日
hey song youre so fucking cute,19,17,The Beatles; Glee Cast; David Bowie; Duffy; The Velvet Underground; Suede; of Montreal; The Pipettes
horror punk,19,9,Misfits; Danzig; Murderdolls; Zombie Ghost Train; Wednesday 13; 45 Grave; Zombina and the Skeletones; Frankenstein Drag Queens From Planet 13
horrorpunk,19,18,My Chemical Romance; Misfits; AFI; The 69 Eyes; Murderdolls; Aiden; I Am Ghost; Wednesday 13
instrumental blues,19,19,Tom Waits; Fleetwood Mac; Joe Satriani; Stevie Ray Vaughan; Stevie Ray Vaughan and Double Trouble; Muddy Waters; Gary Moore; The Allman Brothers Band
japanese music,19,17,BoA; 宇多田ヒカル; 浜崎あゆみ; 倖田來未; 安室奈美恵; 大塚愛; モーニング娘。; Sailor Moon
makes me wanna kick someones ass,19,18,System of a Down; HIM; AFI; Taking Back Sunday; Dashboard Confessional; Hole; Alkaline Trio; Coheed and Cambria
modern metal,19,15,Linkin Park; In Flames; Dead by April; Lordi; Amatory; Mnemic; Passenger; Фактор Страха
morning,19,19,Oasis; The Who; Kasabian; Norah Jones; Kate Bush; Ace of Base; Primal Scream; Tycho
neo-electro,19,18,Depeche Mode; Cut Copy; Mono; Trentemøller; Vibrasphere; Modeselektor; Neon Indian; Felix da Housecat
orchestral,19,18,Evanescence; Arcade Fire; Yann Tiersen; Ludwig van Beethoven; Clint Mansell; Sarah Brightman; Rufus Wainwright; Philip Glass
phoda,19,19,The Beatles; Katy Perry; The Kooks; Avenged Sevenfold; Simple Plan; Boys Like Girls; Kate Nash; All Time Low
pop-punk,19,18,blink-182; Panic! At the Disco; Simple Plan; A Day to Remember; Bad Religion; New Found Glory; Silverstein; Mayday Parade
raven girls top 20,19,19,Lady Gaga; Britney Spears; Katy Perry; The Killers; Miley Cyrus; Kings of Leon; Kanye West; Keane
rhythmic noise,19,15,Pneumatic Detach; Twinkle; Monolith; Proyecto Mirage; Caustic; Synapscape; FabrikC; 100blumen
romantica,19,19,Belinda; Damien Rice; Ana Carolina; Thalía; Vanessa da Mata; Claudia Leitte; Pato Fu; Tiziano Ferro
tambourine,19,19,Ramones; Duffy; The Velvet Underground; The Libertines; Pulp; Dirty Pretty Things; Marvin Gaye; The Pipettes
totalmente foda,19,19,HIM; Jimmy Eat World; AFI; Taking Back Sunday; Dashboard Confessional; Hole; Coheed and Cambria; From First to Last
watched live,19,19,AC/DC; Pearl Jam; Queens of the Stone Age; Kasabian; Dream Theater; Deep Purple; Porcupine Tree; Manic Street Preachers
1960's,18,18,The Beatles; Bob Dylan; Elvis Presley; The Beach Boys; The Jackson 5; The Mamas & The Papas; Roy Orbison; The Monkees
60s pop,18,18,The Beatles; Elvis Presley; The Beach Boys; The Jackson 5; The Mamas & The Papas; The Monkees; The Ventures; The Hollies
beatiful,18,18,Coldplay; Tool; Dream Theater; Lacuna Coil; Anathema; Katatonia; Paradise Lost; Amorphis
buy this,18,17,Tegan and Sara; Kings of Convenience; Black Rebel Motorcycle Club; Grizzly Bear; The Dandy Warhols; Rogue Wave; Pinback; The Dodos
cops,18,18,Radiohead; AC/DC; Guns N' Roses; Black Sabbath; Gorillaz; The White Stripes; The Prodigy; The Police
cybergrind,18,14,wecamewithbrokenteeth; Preschool Tea Party Massacre; 2 0' Clock Girlfriend; Agoraphobic Nosebleed; iamerror; Mein Hünd Morder; Hanni Kohl; 100DEADRABBITS!!!
deconstruction,18,17,Depeche Mode; Ladytron; Fischerspooner; Peaches; Fantômas; Robots in Disguise; Modeselektor; Miss Kittin
desert,18,18,Nile; عمر دياب; Chambao; Tinariwen; Nass Marrakech; Dissidenten; Anouar Brahem; Susheela Raman
dj gold,18,18,Metric; Cut Copy; LCD Soundsystem; Death from Above 1979; Missy Elliott; The Rapture; Vitalic; Pnau
drinking,18,18,Johnny Cash; Brad Paisley; Garth Brooks; Toby Keith; Alan Jackson; Kenny Chesney; Willie Nelson; Gretchen Wilson
female electronic,18,18,Björk; La Roux; Goldfrapp; Little Boots; The Knife; Lykke Li; Ladyhawke; Róisín Murphy
fuck yeah,18,18,Britney Spears; Madonna; Ke$ha; Miley Cyrus; Nirvana; Glee Cast; Red Hot Chili Peppers; Ashley Tisdale
inspirational,18,18,Christina Aguilera; Mariah Carey; Jordin Sparks; Kerli; Hannah Montana; Aly & AJ; Mylène Farmer; Peter Gabriel
katy perry,18,8,Britney Spears; Katy Perry; Hilary Duff; 3OH!3; Timbaland; Anahí; Kazaky; Matell
life unexpected,18,16,Regina Spektor; nevershoutnever!; Bright Eyes; Michelle Branch; Owen; Rachael Yamagata; Mat Kearney; Neon Trees
new,18,17,Lady Gaga; Rihanna; Miley Cyrus; Nelly Furtado; 3OH!3; Enrique Iglesias; Jason Mraz; The Postal Service
new album loves,18,18,The Killers; Keane; Kaiser Chiefs; Sufjan Stevens; The Hives; Razorlight; Neutral Milk Hotel; The Bravery
nineties,18,17,The Beatles; Michael Jackson; Björk; Duran Duran; Backstreet Boys; Janet Jackson; Spice Girls; The Human League
norway,18,15,Röyksopp; Ulver; Burzum; Immortal; Mayhem; Satyricon; Emperor; Biosphere
puta de mierda ojala y te mueras con un pinche dildo electrico atorado en tu ronosa pucha,18,18,Jennifer Lopez; RBD; Belinda; Tokio Hotel; Thalía; Paulina Rubio; Belanova; Kudai
rainy day,18,18,Britney Spears; Avril Lavigne; Christina Aguilera; Paramore; Hilary Duff; Gwen Stefani; Lindsay Lohan; Jonas Brothers
religion,18,18,Radiohead; Coldplay; Duran Duran; Massive Attack; Orchestral Manoeuvres in the Dark; Jeff Buckley; Prince; The Stone Roses
seen in concert,18,18,Lady Gaga; Avril Lavigne; Guns N' Roses; Nickelback; Duran Duran; Incubus; Bon Jovi; KISS
sixties,18,18,The Beatles; Bob Dylan; Elvis Presley; The Beach Boys; The Jackson 5; Roy Orbison; Nancy Sinatra; The Monkees
songwriters,18,18,Bob Dylan; Johnny Cash; Tom Waits; Neil Young; Nick Drake; Nick Cave and the Bad Seeds; Eels; Leonard Cohen
these guys fucking rule,18,18,The Beatles; Paramore; Arctic Monkeys; Red Hot Chili Peppers; blink-182; MGMT; Panic! At the Disco; The Kooks
turntablism,18,14,Tricky; DJ Shadow; Girl Talk; DJ Krush; RJD2; Deltron 3030; Mr. Scruff; Birdy Nam Nam
underground,18,17,Nirvana; Tom Waits; Jedi Mind Tricks; Del tha Funkee Homosapien; Ras Kass; Roots Manuva; Neo; twin cities
united kingdom,18,18,Coldplay; Oasis; Keane; Cheryl Cole; Gorillaz; Sugababes; Kate Nash; The Ting Tings
vaguely homosexual,18,18,Britney Spears; Blur; Regina Spektor; Kasabian; The Magnetic Fields; Electronic; The Pipettes; Mansun
very kvlt,18,18,Immortal; Bathory; Mayhem; Satyricon; Emperor; Gorgoroth; Darkthrone; Carpathian Forest
words are cheap to describe my love,18,18,Christina Aguilera; Radiohead; The Killers; Adam Lambert; Maroon 5; Alanis Morissette; Keane; Blur
xmas,18,17,Coldplay; Queen; Paul McCartney; Bryan Adams; Sarah Brightman; Wham!; Frankie Goes to Hollywood; Slade
1960s,17,17,The Beatles; Bob Dylan; Elvis Presley; The Beach Boys; The Jackson 5; The Mamas & The Papas; Roy Orbison; The Monkees
1984,17,17,Queen; Janet Jackson; Bon Jovi; Van Halen; Bruce Springsteen; Whitesnake; Bryan Adams; Ratt
all time faves,17,17,Shakira; P!nk; Duran Duran; Beck; Erasure; INXS; The Human League; Alphaville
australia,17,16,Kylie Minogue; AC/DC; The Veronicas; ABBA; Dead Can Dance; Natalie Imbruglia; Sarah McLachlan; Nick Cave and the Bad Seeds
avant-garde metal,17,11,Ulver; Cynic; Diablo Swing Orchestra; Arcturus; maudlin of the Well; Kayo Dot; Stolen Babies; Diabolical Masquerade
b-sides,17,15,Depeche Mode; Duran Duran; The Police; The Human League; Ultravox; Yazoo; Talk Talk; Japan
best bands,17,16,The Used; Taking Back Sunday; Dashboard Confessional; Hole; Bush; Coheed and Cambria; From First to Last; The Ataris
best free stuff,17,16,Ladytron; Johann Sebastian Bach; Wolfgang Amadeus Mozart; [unknown]; The Radio Dept.; Frédéric Chopin; Claude Debussy; Mónica Naranjo
blue-eyed soul,17,16,David Bowie; Hall & Oates; Van Morrison; Rod Stewart; Simply Red; Culture Club; Dusty Springfield; The Rascals
brooklyn,17,17,Jay-Z; Mos Def; Gang Starr; Notorious B.I.G.; GZA/Genius; Talib Kweli; Fabolous; AZ
choral,17,17,Evanescence; Sigur Rós; Within Temptation; Hans Zimmer; Era; E Nomine; Globus; E.S. Posthumus
crap,17,17,Hilary Duff; Ashlee Simpson; Aerosmith; Bon Jovi; Sum 41; Röyksopp; Tokio Hotel; Fiona Apple
crime,17,17,Massive Attack; New Order; Beck; Damien Rice; Kate Bush; Jeff Buckley; Prince; Billy Idol
days,17,17,The Cure; U2; Joy Division; New Order; Morrissey; Jeff Buckley; Simple Minds; Echo & The Bunnymen
electro house,17,16,Pendulum; deadmau5; Fatboy Slim; N*E*R*D; Audio Bullys; Offer Nissim; Jon Kennedy; David Vendetta
fashionably punctuated band,17,16,"3OH!3; Hadouken!; Godspeed You! Black Emperor; ...And You Will Know Us by the Trail of Dead; Why?; N*E*R*D; Does It Offend You, Yeah?; The Go! Team"
folk-rock,17,14,The Beatles; Bob Dylan; Neil Young; Nick Drake; The Byrds; Van Morrison; Rod Stewart; The Band
forever in heart,17,17,Depeche Mode; U2; Hilary Duff; Adam Lambert; a-ha; Moby; The Cranberries; Beastie Boys
great voice,17,16,Lady Gaga; Avril Lavigne; Christina Aguilera; Kelly Clarkson; Selena Gomez & the Scene; Demi Lovato; Colbie Caillat; David Archuleta
i love,17,17,Lady Gaga; Muse; Coldplay; Depeche Mode; Placebo; Red Hot Chili Peppers; U2; IAMX
indierock,17,17,Muse; Paramore; Coldplay; The Killers; Arctic Monkeys; Kings of Leon; Oasis; The Strokes
italian pop,17,16,Laura Pausini; Tiziano Ferro; Eros Ramazzotti; Paola & Chiara; Biagio Antonacci; Toto Cutugno; Marco Masini; Al Bano & Romina Power
japanese pop,17,13,BoA; 宇多田ヒカル; 浜崎あゆみ; 倖田來未; 安室奈美恵; 大塚愛; Alan; モーニング娘。
ladytronica,17,17,Christina Aguilera; La Roux; Garbage; Bat for Lashes; Ladytron; Alizée; Tangerine Dream; Hande Yener
latino,17,15,Shakira; Jennifer Lopez; Enrique Iglesias; Thalía; Marta Sánchez; Alejandra Guzmán; Miguel Bosé; Emmanuel
lesser known yet streamable artists,17,15,The Cure; The Tallest Man on Earth; Peter Broderick; Museum; LITE; le bowl; Francis and the Lights; Martin Budd
loved tracks,17,17,Paramore; Green Day; blink-182; Duran Duran; Good Charlotte; Simple Plan; A Day to Remember; Fresno
makes me cry,17,17,P!nk; Evanescence; McFly; Robert Pattinson; Blue; Between the Buried and Me; Johannes Brahms; Rob Thomas
music,17,17,Britney Spears; System of a Down; Maroon 5; Selena Gomez; Wanessa; Ludwig van Beethoven; Ulver; Lolene
music for my soul,17,17,Björk; Sigur Rós; Air; Apocalyptica; Clint Mansell; Sarah Brightman; Louis Armstrong; Balmorhea
musica popular brasileira,17,17,Los Hermanos; Chico Buarque; Marisa Monte; Cássia Eller; Skank; Adriana Calcanhotto; Os Mutantes; Caetano Veloso
paramore,17,5,Muse; Paramore; Fall Out Boy; Raven-Symoné; Lunic
polecane,17,17,The Pretty Reckless; She & Him; Calvin Harris; Fever Ray; Lights; Gogol Bordello; Bonde do Rolê; Plastiscines
sahara,17,17,عمر دياب; Chambao; Tinariwen; Arabesque; Nass Marrakech; Dissidenten; Anouar Brahem; Majid Bekkas
seth cohen would listen to this,17,17,Placebo; Interpol; Snow Patrol; Beck; Silverstein; LCD Soundsystem; Rufus Wainwright; The Bravery
slow,17,17,Christina Aguilera; Justin Timberlake; Nine Inch Nails; Damien Rice; Jimmy Eat World; Ace of Base; Ivete Sangalo; Savage Garden
slowcore,17,11,Slowdive; Galaxie 500; Carissa's Wierd; Red House Painters; The American Analog Set; Windy & Carl; Sun Kil Moon; Faunts
sweden,17,17,Roxette; The Cardigans; The Hives; Carbon Based Lifeforms; Cult of Luna; Marie Serneholt; Refused; Lifelover
tamir,17,17,Animal Collective; Tim Hecker; Zbigniew Preisner; Alan Silvestri; John Powell; Terry Riley; Mercan Dede; Roger Eno
titans,17,17,Pink Floyd; David Bowie; Guns N' Roses; Duran Duran; a-ha; Genesis; Simple Minds; Bryan Adams
ultimate rock ballads,17,17,"Skid Row; Europe; Queensrÿche; Boston; Heart; Foreigner; Toto; Emerson, Lake & Palmer"
witch chill,17,16,Rihanna; The Jackson 5; Neon Indian; Twin Shadow; jj; Baths; Salem; oOoOO
1950s,16,16,Chuck Berry; Buddy Holly; Louis Armstrong; Little Richard; Nat King Cole; Hank Williams; Eddie Cochran; Dean Martin
1970,16,15,The Beatles; Pink Floyd; Bob Dylan; The Who; John Lennon; Tom Waits; Simon & Garfunkel; Elton John
1980 songs,16,16,The Human League; Gary Numan; Simple Minds; Ultravox; Japan; Roxy Music; Devo; XTC
1985 songs,16,16,INXS; Gary Numan; Eurythmics; ABC; Oingo Boingo; John Foxx; Dead or Alive; Indochine
2004,16,15,Britney Spears; Madonna; Linkin Park; Kelly Clarkson; Green Day; The Pussycat Dolls; Gwen Stefani; Justin Timberlake
70s pop,16,16,Michael Jackson; ABBA; George Harrison; The Jackson 5; Donna Summer; 10cc; Boney M.; The Ventures
a god on the earth,16,16,Bob Dylan; Jimi Hendrix; John Lennon; Eric Clapton; Paul McCartney; George Harrison; David Gilmour; Eddie Vedder
